Orthogroup	aus_nigra	nz_nigra
OG0004977	TRINITY_DN108498_c0_g1.p1, TRINITY_DN186914_c0_g1.p1, TRINITY_DN19584_c0_g1.p1	
OG0004978	TRINITY_DN108498_c0_g2.p1, TRINITY_DN19584_c0_g2.p1, TRINITY_DN266097_c0_g1.p1	
OG0004979	TRINITY_DN10851_c0_g1.p1, TRINITY_DN5306_c0_g2.p1	TRINITY_DN5428_c0_g1.p2
OG0004980	TRINITY_DN10858_c0_g1.p1	TRINITY_DN2177_c0_g1.p3, TRINITY_DN40277_c0_g1.p1
OG0004981	TRINITY_DN10859_c0_g1.p3, TRINITY_DN154252_c0_g1.p1	TRINITY_DN305_c0_g1.p8
OG0004982	TRINITY_DN1085_c0_g1.p8	TRINITY_DN719_c0_g1.p3, TRINITY_DN719_c0_g2.p5
OG0004983	TRINITY_DN10863_c0_g1.p1	TRINITY_DN42078_c0_g1.p1, TRINITY_DN5300_c0_g1.p1
OG0004984	TRINITY_DN1086_c0_g1.p6, TRINITY_DN9464_c0_g1.p1	TRINITY_DN18921_c0_g1.p1
OG0004985	TRINITY_DN10872_c0_g1.p2	TRINITY_DN5435_c0_g1.p1, TRINITY_DN5435_c0_g2.p1
OG0004986	TRINITY_DN1087_c0_g1.p3, TRINITY_DN120691_c0_g1.p1	TRINITY_DN84388_c0_g1.p1
OG0004987	TRINITY_DN108_c0_g1.p1	TRINITY_DN4106_c1_g1.p1, TRINITY_DN4106_c1_g2.p1
OG0004988	TRINITY_DN10904_c0_g1.p1	TRINITY_DN3495_c0_g1.p1, TRINITY_DN4978_c0_g1.p1
OG0004989	TRINITY_DN10913_c0_g1.p1	TRINITY_DN45364_c0_g1.p1, TRINITY_DN8169_c0_g1.p1
OG0004990	TRINITY_DN10914_c0_g1.p3	TRINITY_DN22119_c0_g1.p7, TRINITY_DN4708_c0_g1.p2
OG0004991	TRINITY_DN10927_c0_g1.p1, TRINITY_DN591945_c0_g1.p1	TRINITY_DN10347_c0_g1.p2
OG0004992	TRINITY_DN1092_c0_g1.p1	TRINITY_DN222_c0_g1.p1, TRINITY_DN4493_c0_g1.p3
OG0004993	TRINITY_DN10931_c0_g1.p1, TRINITY_DN440282_c0_g1.p1	TRINITY_DN6268_c0_g1.p1
OG0004994	TRINITY_DN10936_c0_g2.p2, TRINITY_DN35682_c0_g1.p1	TRINITY_DN17215_c0_g1.p1
OG0004995	TRINITY_DN10943_c0_g1.p2, TRINITY_DN478606_c0_g1.p2	TRINITY_DN131090_c0_g1.p1
OG0004996	TRINITY_DN109689_c0_g2.p1, TRINITY_DN2887_c0_g1.p1	TRINITY_DN783_c0_g1.p2
OG0004997	TRINITY_DN10980_c0_g1.p1, TRINITY_DN9089_c0_g1.p2	TRINITY_DN14243_c0_g1.p1
OG0004998	TRINITY_DN10989_c0_g1.p1, TRINITY_DN12145_c0_g1.p1	TRINITY_DN1250_c0_g1.p1
OG0004999	TRINITY_DN1098_c0_g1.p1	TRINITY_DN18670_c0_g2.p1, TRINITY_DN3605_c3_g1.p1
OG0005000	TRINITY_DN1098_c0_g1.p3, TRINITY_DN6931_c0_g1.p1	TRINITY_DN674_c0_g2.p1
OG0005001	TRINITY_DN1098_c2_g1.p1	TRINITY_DN15427_c0_g1.p1, TRINITY_DN35777_c0_g1.p2
OG0005002	TRINITY_DN10990_c0_g1.p1	TRINITY_DN152810_c0_g1.p1, TRINITY_DN6623_c0_g1.p1
OG0005003	TRINITY_DN1099_c0_g1.p1	TRINITY_DN10355_c0_g1.p2, TRINITY_DN1292_c2_g4.p1
OG0005004	TRINITY_DN109_c0_g2.p3, TRINITY_DN321742_c0_g1.p1	TRINITY_DN2600_c0_g1.p1
OG0005005	TRINITY_DN11016_c0_g1.p1, TRINITY_DN404_c0_g1.p9	TRINITY_DN877_c0_g1.p1
OG0005006	TRINITY_DN110257_c0_g2.p1, TRINITY_DN349539_c0_g1.p2, TRINITY_DN535196_c0_g1.p1	
OG0005007	TRINITY_DN11032_c0_g1.p14, TRINITY_DN11032_c0_g1.p5, TRINITY_DN11032_c0_g1.p7	
OG0005008	TRINITY_DN110353_c0_g1.p1, TRINITY_DN15147_c0_g1.p1, TRINITY_DN15147_c3_g1.p1	
OG0005009	TRINITY_DN11037_c0_g1.p1	TRINITY_DN106622_c0_g1.p1, TRINITY_DN9333_c0_g1.p2
OG0005010	TRINITY_DN1103_c0_g1.p1, TRINITY_DN326904_c0_g1.p1	TRINITY_DN7777_c0_g2.p1
OG0005011	TRINITY_DN1103_c0_g1.p3	TRINITY_DN7777_c0_g2.p3, TRINITY_DN90926_c0_g1.p1
OG0005012	TRINITY_DN11086_c0_g1.p1	TRINITY_DN2907_c0_g1.p2, TRINITY_DN7624_c0_g1.p1
OG0005013	TRINITY_DN111088_c0_g1.p8, TRINITY_DN3766_c0_g1.p1	TRINITY_DN3915_c0_g1.p1
OG0005014	TRINITY_DN1110_c0_g1.p1	TRINITY_DN37188_c0_g1.p1, TRINITY_DN38566_c1_g1.p1
OG0005015	TRINITY_DN11112_c0_g1.p1	TRINITY_DN108916_c0_g1.p1, TRINITY_DN12579_c0_g1.p1
OG0005016	TRINITY_DN11138_c0_g1.p1	TRINITY_DN5551_c0_g3.p1, TRINITY_DN5551_c0_g4.p1
OG0005017	TRINITY_DN1113_c1_g1.p1, TRINITY_DN234547_c0_g1.p2	TRINITY_DN3446_c0_g1.p3
OG0005018	TRINITY_DN111416_c0_g1.p1	TRINITY_DN123265_c0_g1.p1, TRINITY_DN124974_c0_g1.p1
OG0005019	TRINITY_DN11157_c0_g1.p1	TRINITY_DN10351_c0_g1.p1, TRINITY_DN1442_c0_g1.p2
OG0005020	TRINITY_DN11160_c0_g1.p1	TRINITY_DN128162_c0_g1.p1, TRINITY_DN24257_c0_g1.p2
OG0005021	TRINITY_DN11161_c0_g1.p2, TRINITY_DN78859_c0_g1.p1	TRINITY_DN9648_c0_g2.p1
OG0005022	TRINITY_DN11178_c0_g1.p1, TRINITY_DN93942_c0_g1.p1	TRINITY_DN4980_c0_g1.p2
OG0005023	TRINITY_DN111877_c0_g2.p1, TRINITY_DN3366_c0_g1.p1	TRINITY_DN6534_c0_g1.p1
OG0005024	TRINITY_DN11194_c0_g1.p2	TRINITY_DN8702_c0_g1.p1, TRINITY_DN8702_c0_g2.p1
OG0005025	TRINITY_DN111_c0_g1.p17, TRINITY_DN111_c0_g1.p5, TRINITY_DN158654_c1_g4.p2	
OG0005026	TRINITY_DN111_c0_g1.p11, TRINITY_DN111_c0_g1.p13, TRINITY_DN111_c0_g1.p14	
OG0005027	TRINITY_DN111_c0_g1.p18, TRINITY_DN131035_c0_g1.p1, TRINITY_DN228995_c0_g1.p1	
OG0005028	TRINITY_DN11208_c0_g1.p1	TRINITY_DN152068_c0_g1.p1, TRINITY_DN17344_c0_g1.p1
OG0005029	TRINITY_DN11210_c0_g1.p1, TRINITY_DN11210_c0_g2.p1	TRINITY_DN9307_c0_g1.p1
OG0005030	TRINITY_DN11220_c0_g2.p2	TRINITY_DN13704_c0_g2.p2, TRINITY_DN31048_c0_g1.p1
OG0005031	TRINITY_DN11225_c0_g1.p2	TRINITY_DN35934_c0_g1.p1, TRINITY_DN6470_c0_g1.p2
OG0005032	TRINITY_DN11228_c0_g1.p5	TRINITY_DN24434_c0_g1.p1, TRINITY_DN7110_c0_g1.p4
OG0005033	TRINITY_DN11228_c0_g1.p1, TRINITY_DN3124_c0_g1.p1	TRINITY_DN7110_c0_g1.p2
OG0005034	TRINITY_DN11230_c0_g2.p1, TRINITY_DN217826_c0_g4.p2	TRINITY_DN7651_c0_g1.p1
OG0005035	TRINITY_DN11232_c0_g1.p2	TRINITY_DN2728_c1_g1.p1, TRINITY_DN3687_c0_g2.p1
OG0005036	TRINITY_DN11252_c0_g1.p1	TRINITY_DN23094_c0_g1.p1, TRINITY_DN3826_c0_g1.p2
OG0005037	TRINITY_DN112619_c0_g1.p1, TRINITY_DN112619_c0_g2.p1, TRINITY_DN96696_c0_g1.p1	
OG0005038	TRINITY_DN11271_c0_g1.p1	TRINITY_DN76471_c0_g1.p1, TRINITY_DN848_c0_g4.p1
OG0005039	TRINITY_DN112722_c0_g1.p1	TRINITY_DN35487_c0_g1.p2, TRINITY_DN35487_c0_g2.p3
OG0005040	TRINITY_DN11272_c0_g2.p1	TRINITY_DN575_c0_g2.p1, TRINITY_DN94793_c0_g1.p1
OG0005041	TRINITY_DN11274_c0_g1.p1, TRINITY_DN8767_c2_g1.p1	TRINITY_DN6431_c0_g2.p1
OG0005042	TRINITY_DN11287_c0_g1.p5	TRINITY_DN447_c0_g1.p2, TRINITY_DN447_c0_g2.p2
OG0005043	TRINITY_DN112911_c0_g1.p1, TRINITY_DN63336_c0_g2.p1	TRINITY_DN5295_c0_g1.p2
OG0005044	TRINITY_DN112941_c0_g1.p1, TRINITY_DN28375_c0_g1.p1	TRINITY_DN103016_c0_g1.p1
OG0005045	TRINITY_DN112969_c0_g2.p1	TRINITY_DN20813_c0_g3.p2, TRINITY_DN6895_c1_g1.p1
OG0005046	TRINITY_DN11298_c0_g1.p1	TRINITY_DN102307_c0_g1.p1, TRINITY_DN2003_c2_g1.p1
OG0005047	TRINITY_DN11306_c0_g1.p1, TRINITY_DN11306_c0_g2.p1	TRINITY_DN4042_c0_g2.p1
OG0005048	TRINITY_DN113094_c0_g2.p1, TRINITY_DN9846_c0_g1.p1	TRINITY_DN7521_c0_g1.p1
OG0005049	TRINITY_DN1132_c1_g1.p3, TRINITY_DN1460_c0_g1.p2	TRINITY_DN7006_c0_g3.p3
OG0005050	TRINITY_DN11332_c0_g1.p2	TRINITY_DN2779_c0_g1.p3, TRINITY_DN4088_c0_g1.p2
OG0005051	TRINITY_DN113335_c0_g1.p1, TRINITY_DN394785_c0_g1.p2	TRINITY_DN11297_c0_g1.p2
OG0005052	TRINITY_DN113363_c0_g1.p1, TRINITY_DN12511_c0_g1.p3	TRINITY_DN3279_c0_g1.p3
OG0005053	TRINITY_DN113544_c0_g3.p2, TRINITY_DN144741_c0_g1.p1, TRINITY_DN462_c1_g1.p1	
OG0005054	TRINITY_DN11359_c0_g1.p4, TRINITY_DN485101_c0_g1.p1	TRINITY_DN916_c0_g3.p1
OG0005055	TRINITY_DN113601_c0_g1.p1, TRINITY_DN1612_c1_g1.p3	TRINITY_DN48396_c0_g1.p1
OG0005056	TRINITY_DN11368_c0_g1.p1, TRINITY_DN5204_c0_g1.p1	TRINITY_DN801_c0_g2.p1
OG0005057	TRINITY_DN11380_c1_g1.p6, TRINITY_DN8727_c0_g1.p1	TRINITY_DN15553_c0_g1.p5
OG0005058	TRINITY_DN11386_c0_g1.p3, TRINITY_DN4546_c0_g1.p7	TRINITY_DN2534_c0_g1.p5
OG0005059	TRINITY_DN11387_c0_g1.p1, TRINITY_DN2608_c0_g1.p1	TRINITY_DN8291_c0_g2.p1
OG0005060	TRINITY_DN11389_c0_g1.p1, TRINITY_DN11389_c0_g2.p1	TRINITY_DN4067_c0_g1.p1
OG0005061	TRINITY_DN11402_c0_g1.p3, TRINITY_DN4010_c0_g2.p5	TRINITY_DN149916_c0_g1.p1
OG0005062	TRINITY_DN11402_c0_g1.p2, TRINITY_DN4010_c0_g2.p3	TRINITY_DN10254_c0_g1.p1
OG0005063	TRINITY_DN114069_c0_g2.p1	TRINITY_DN18775_c0_g1.p1, TRINITY_DN58626_c0_g1.p1
OG0005064	TRINITY_DN114093_c0_g1.p1, TRINITY_DN6728_c0_g1.p3	TRINITY_DN2339_c0_g1.p1
OG0005065	TRINITY_DN11417_c0_g1.p1	TRINITY_DN144556_c0_g1.p1, TRINITY_DN4765_c0_g4.p2
OG0005066	TRINITY_DN11428_c0_g1.p2, TRINITY_DN164802_c0_g1.p1	TRINITY_DN2919_c0_g2.p1
OG0005067	TRINITY_DN1143_c1_g1.p1, TRINITY_DN140_c1_g1.p1	TRINITY_DN16860_c0_g1.p1
OG0005068	TRINITY_DN11441_c0_g1.p1	TRINITY_DN2102_c0_g1.p1, TRINITY_DN72818_c0_g1.p1
OG0005069	TRINITY_DN11452_c0_g1.p2, TRINITY_DN1892_c0_g1.p3	TRINITY_DN10460_c0_g1.p5
OG0005070	TRINITY_DN11456_c0_g1.p1, TRINITY_DN336429_c0_g1.p1	TRINITY_DN3611_c0_g1.p4
OG0005071	TRINITY_DN114622_c0_g1.p1, TRINITY_DN83406_c0_g1.p1	TRINITY_DN86498_c0_g1.p2
OG0005072	TRINITY_DN114705_c0_g1.p1	TRINITY_DN4338_c0_g1.p6, TRINITY_DN4338_c0_g1.p8
OG0005073	TRINITY_DN114761_c0_g1.p2, TRINITY_DN24043_c0_g1.p2	TRINITY_DN44380_c0_g1.p2
OG0005074	TRINITY_DN11477_c0_g1.p1, TRINITY_DN16380_c0_g1.p2	TRINITY_DN13544_c0_g1.p1
OG0005075	TRINITY_DN114869_c0_g1.p1, TRINITY_DN14089_c0_g1.p1	TRINITY_DN17186_c0_g1.p1
OG0005076	TRINITY_DN11488_c0_g1.p1	TRINITY_DN152468_c0_g1.p1, TRINITY_DN2424_c0_g1.p1
OG0005077	TRINITY_DN1148_c0_g1.p2	TRINITY_DN39678_c0_g1.p1, TRINITY_DN4930_c0_g1.p3
OG0005078	TRINITY_DN1148_c0_g1.p1	TRINITY_DN4930_c0_g1.p2, TRINITY_DN67362_c0_g1.p1
OG0005079	TRINITY_DN11495_c0_g1.p1, TRINITY_DN62815_c0_g1.p1	TRINITY_DN83647_c0_g1.p1
OG0005080	TRINITY_DN115050_c0_g1.p2, TRINITY_DN4840_c0_g1.p1	TRINITY_DN7360_c0_g1.p2
OG0005081	TRINITY_DN11509_c0_g1.p2	TRINITY_DN153444_c0_g1.p1, TRINITY_DN37544_c0_g1.p2
OG0005082	TRINITY_DN1150_c0_g1.p2, TRINITY_DN20861_c0_g2.p1	TRINITY_DN3253_c0_g1.p2
OG0005083	TRINITY_DN11513_c0_g1.p5, TRINITY_DN9022_c0_g1.p1	TRINITY_DN2015_c0_g1.p1
OG0005084	TRINITY_DN11517_c0_g1.p2	TRINITY_DN2288_c0_g1.p3, TRINITY_DN5077_c0_g1.p1
OG0005085	TRINITY_DN115190_c0_g1.p1, TRINITY_DN181377_c0_g2.p1	TRINITY_DN19928_c0_g2.p1
OG0005086	TRINITY_DN11520_c0_g1.p1	TRINITY_DN112985_c0_g1.p1, TRINITY_DN1727_c0_g1.p1
OG0005087	TRINITY_DN115253_c0_g1.p1	TRINITY_DN11028_c0_g2.p2, TRINITY_DN11951_c0_g1.p2
OG0005088	TRINITY_DN115442_c0_g1.p1, TRINITY_DN1370_c0_g1.p1	TRINITY_DN14408_c0_g1.p2
OG0005089	TRINITY_DN11548_c0_g1.p1	TRINITY_DN1416_c0_g1.p2, TRINITY_DN50265_c0_g1.p1
OG0005090	TRINITY_DN1154_c0_g1.p2, TRINITY_DN333104_c0_g1.p1	TRINITY_DN6415_c0_g1.p4
OG0005091	TRINITY_DN11555_c0_g2.p1	TRINITY_DN3093_c0_g2.p1, TRINITY_DN5116_c0_g1.p1
OG0005092	TRINITY_DN1155_c0_g1.p2, TRINITY_DN11640_c0_g1.p4, TRINITY_DN128_c0_g1.p1	
OG0005093	TRINITY_DN115683_c0_g1.p1, TRINITY_DN3576_c0_g1.p1	TRINITY_DN6255_c0_g1.p1
OG0005094	TRINITY_DN115719_c0_g2.p1, TRINITY_DN1390_c0_g1.p1	TRINITY_DN4496_c0_g2.p3
OG0005095	TRINITY_DN115797_c0_g1.p1, TRINITY_DN278629_c0_g1.p1, TRINITY_DN4429_c0_g1.p2	
OG0005096	TRINITY_DN115864_c0_g1.p1	TRINITY_DN1789_c12_g1.p1, TRINITY_DN25435_c1_g1.p3
OG0005097	TRINITY_DN11596_c0_g1.p1, TRINITY_DN4473_c0_g1.p2	TRINITY_DN5078_c0_g1.p2
OG0005098	TRINITY_DN11599_c0_g1.p1	TRINITY_DN8005_c0_g3.p1, TRINITY_DN8005_c0_g4.p1
OG0005099	TRINITY_DN116261_c0_g1.p1, TRINITY_DN120687_c0_g1.p1, TRINITY_DN2082_c0_g1.p2	
OG0005100	TRINITY_DN116312_c0_g1.p2	TRINITY_DN9123_c0_g2.p4, TRINITY_DN961_c0_g1.p6
OG0005101	TRINITY_DN11639_c0_g2.p2, TRINITY_DN2934_c0_g1.p1	TRINITY_DN9898_c0_g1.p1
OG0005102	TRINITY_DN11640_c0_g1.p2, TRINITY_DN128_c0_g1.p3	TRINITY_DN3682_c0_g1.p1
OG0005103	TRINITY_DN11644_c0_g1.p4	TRINITY_DN147292_c0_g1.p1, TRINITY_DN15976_c0_g1.p4
OG0005104	TRINITY_DN11644_c0_g2.p2	TRINITY_DN15976_c0_g1.p5, TRINITY_DN38549_c0_g2.p1
OG0005105	TRINITY_DN11645_c1_g1.p3, TRINITY_DN479704_c0_g1.p1	TRINITY_DN6884_c0_g1.p1
OG0005106	TRINITY_DN11646_c0_g1.p2	TRINITY_DN13349_c0_g1.p1, TRINITY_DN15738_c0_g1.p1
OG0005107	TRINITY_DN11697_c0_g1.p2	TRINITY_DN12115_c0_g2.p1, TRINITY_DN44437_c0_g1.p1
OG0005108	TRINITY_DN11698_c0_g1.p1	TRINITY_DN57731_c0_g1.p1, TRINITY_DN9103_c0_g1.p1
OG0005109	TRINITY_DN1169_c0_g1.p1, TRINITY_DN1169_c0_g2.p1	TRINITY_DN4578_c0_g1.p1
OG0005110	TRINITY_DN116_c0_g1.p1	TRINITY_DN4109_c2_g1.p1, TRINITY_DN79406_c0_g1.p1
OG0005111	TRINITY_DN11713_c0_g1.p1	TRINITY_DN153961_c0_g1.p1, TRINITY_DN4249_c0_g1.p1
OG0005112	TRINITY_DN11713_c0_g1.p2	TRINITY_DN4249_c0_g1.p3, TRINITY_DN99783_c0_g1.p1
OG0005113	TRINITY_DN11720_c0_g1.p2	TRINITY_DN909_c0_g1.p2, TRINITY_DN92342_c0_g1.p1
OG0005114	TRINITY_DN11724_c0_g1.p1	TRINITY_DN246_c0_g1.p1, TRINITY_DN48308_c0_g1.p1
OG0005115	TRINITY_DN1172_c0_g1.p1, TRINITY_DN1813_c0_g1.p4	TRINITY_DN5142_c0_g1.p2
OG0005116	TRINITY_DN11732_c0_g1.p3	TRINITY_DN132844_c0_g1.p1, TRINITY_DN4278_c0_g1.p2
OG0005117	TRINITY_DN117338_c0_g1.p1, TRINITY_DN321_c0_g1.p1	TRINITY_DN6032_c0_g3.p1
OG0005118	TRINITY_DN11737_c0_g1.p1, TRINITY_DN375519_c0_g1.p1	TRINITY_DN14413_c0_g1.p1
OG0005119	TRINITY_DN11742_c0_g1.p2, TRINITY_DN216984_c0_g1.p1	TRINITY_DN18839_c0_g1.p5
OG0005120	TRINITY_DN11749_c0_g1.p5	TRINITY_DN13081_c0_g1.p6, TRINITY_DN13081_c0_g2.p1
OG0005121	TRINITY_DN117559_c0_g1.p4, TRINITY_DN212628_c1_g1.p1, TRINITY_DN531001_c0_g1.p2	
OG0005122	TRINITY_DN11755_c0_g1.p1	TRINITY_DN1971_c0_g1.p1, TRINITY_DN9131_c0_g1.p2
OG0005123	TRINITY_DN11772_c0_g1.p2	TRINITY_DN810_c0_g1.p2, TRINITY_DN810_c0_g3.p2
OG0005124	TRINITY_DN11772_c0_g1.p1	TRINITY_DN810_c0_g1.p1, TRINITY_DN810_c0_g3.p1
OG0005125	TRINITY_DN11774_c0_g1.p1, TRINITY_DN63887_c0_g1.p2	TRINITY_DN4077_c1_g3.p2
OG0005126	TRINITY_DN11783_c0_g1.p1	TRINITY_DN10543_c0_g1.p1, TRINITY_DN43572_c0_g1.p1
OG0005127	TRINITY_DN117922_c0_g1.p1	TRINITY_DN5970_c0_g1.p3, TRINITY_DN93066_c0_g1.p1
OG0005128	TRINITY_DN11793_c0_g1.p1	TRINITY_DN2100_c1_g1.p1, TRINITY_DN50667_c0_g1.p1
OG0005129	TRINITY_DN11794_c0_g1.p1	TRINITY_DN11177_c0_g1.p1, TRINITY_DN226_c5_g1.p1
OG0005130	TRINITY_DN11797_c0_g1.p1, TRINITY_DN15852_c0_g1.p1	TRINITY_DN27994_c0_g1.p1
OG0005131	TRINITY_DN117_c0_g2.p1, TRINITY_DN1261_c0_g1.p3	TRINITY_DN2710_c0_g4.p1
OG0005132	TRINITY_DN118211_c0_g1.p1	TRINITY_DN15177_c0_g2.p4, TRINITY_DN30391_c0_g1.p1
OG0005133	TRINITY_DN11829_c0_g1.p1, TRINITY_DN448528_c0_g1.p1	TRINITY_DN32848_c0_g1.p1
OG0005134	TRINITY_DN11841_c0_g1.p2, TRINITY_DN18837_c0_g1.p1	TRINITY_DN551_c0_g2.p1
OG0005135	TRINITY_DN11850_c0_g1.p1, TRINITY_DN639_c11_g1.p3	TRINITY_DN32394_c0_g1.p1
OG0005136	TRINITY_DN11858_c0_g1.p2, TRINITY_DN16353_c0_g1.p1	TRINITY_DN28548_c0_g1.p2
OG0005137	TRINITY_DN118606_c0_g2.p1, TRINITY_DN346077_c0_g1.p1	TRINITY_DN59391_c0_g1.p1
OG0005138	TRINITY_DN11865_c0_g1.p2, TRINITY_DN2875_c0_g4.p1	TRINITY_DN16479_c0_g1.p1
OG0005139	TRINITY_DN11876_c0_g1.p2	TRINITY_DN15200_c0_g1.p1, TRINITY_DN53808_c0_g1.p1
OG0005140	TRINITY_DN11893_c0_g1.p1	TRINITY_DN108857_c0_g1.p1, TRINITY_DN2679_c0_g1.p1
OG0005141	TRINITY_DN118955_c0_g1.p1, TRINITY_DN51991_c0_g1.p1	TRINITY_DN66953_c0_g1.p1
OG0005142	TRINITY_DN119013_c0_g1.p2, TRINITY_DN386153_c0_g1.p1, TRINITY_DN583043_c0_g1.p1	
OG0005143	TRINITY_DN11903_c0_g1.p1	TRINITY_DN11452_c0_g1.p1, TRINITY_DN66066_c0_g1.p1
OG0005144	TRINITY_DN11916_c0_g1.p3	TRINITY_DN15885_c0_g1.p1, TRINITY_DN38839_c0_g1.p3
OG0005145	TRINITY_DN11920_c0_g1.p1	TRINITY_DN111177_c0_g1.p1, TRINITY_DN3605_c0_g2.p1
OG0005146	TRINITY_DN119290_c0_g2.p1, TRINITY_DN5018_c0_g1.p1	TRINITY_DN268_c0_g1.p4
OG0005147	TRINITY_DN119351_c0_g3.p1, TRINITY_DN119351_c0_g3.p2, TRINITY_DN119351_c0_g4.p1	
OG0005148	TRINITY_DN11936_c0_g1.p1, TRINITY_DN586269_c0_g1.p2	TRINITY_DN6507_c0_g1.p1
OG0005149	TRINITY_DN1193_c0_g1.p1	TRINITY_DN941_c0_g1.p1, TRINITY_DN941_c0_g2.p1
OG0005150	TRINITY_DN11940_c0_g1.p1, TRINITY_DN40151_c0_g2.p2	TRINITY_DN10276_c0_g1.p1
OG0005151	TRINITY_DN11946_c0_g1.p1	TRINITY_DN5136_c0_g1.p1, TRINITY_DN63335_c0_g1.p1
OG0005152	TRINITY_DN11947_c0_g1.p2, TRINITY_DN2768_c1_g1.p2	TRINITY_DN2422_c2_g1.p1
OG0005153	TRINITY_DN1194_c1_g1.p1	TRINITY_DN4594_c0_g1.p15, TRINITY_DN9096_c0_g1.p1
OG0005154	TRINITY_DN11951_c0_g1.p1	TRINITY_DN28049_c0_g1.p4, TRINITY_DN32086_c0_g1.p3
OG0005155	TRINITY_DN11962_c0_g1.p1, TRINITY_DN126800_c0_g1.p1	TRINITY_DN9073_c0_g2.p1
OG0005156	TRINITY_DN119744_c0_g1.p1, TRINITY_DN4999_c0_g1.p2	TRINITY_DN55630_c0_g1.p1
OG0005157	TRINITY_DN11992_c1_g1.p2	TRINITY_DN126851_c0_g1.p1, TRINITY_DN77416_c0_g1.p1
OG0005158	TRINITY_DN11995_c0_g1.p1	TRINITY_DN2463_c0_g1.p1, TRINITY_DN6543_c1_g1.p3
OG0005159	TRINITY_DN119_c0_g1.p2, TRINITY_DN48526_c0_g1.p1	TRINITY_DN19877_c0_g1.p2
OG0005160	TRINITY_DN119_c1_g2.p2, TRINITY_DN402_c0_g2.p3	TRINITY_DN10122_c0_g2.p1
OG0005161	TRINITY_DN119_c4_g1.p1, TRINITY_DN202667_c0_g1.p1	TRINITY_DN6907_c0_g1.p1
OG0005162	TRINITY_DN119_c5_g1.p1	TRINITY_DN2951_c0_g1.p2, TRINITY_DN35868_c0_g1.p1
OG0005163	TRINITY_DN12000_c0_g1.p1	TRINITY_DN15706_c0_g1.p1, TRINITY_DN20961_c0_g3.p1
OG0005164	TRINITY_DN12004_c0_g1.p2	TRINITY_DN10709_c0_g1.p4, TRINITY_DN1416_c0_g1.p3
OG0005165	TRINITY_DN12016_c0_g2.p1	TRINITY_DN13404_c0_g1.p2, TRINITY_DN13404_c0_g2.p3
OG0005166	TRINITY_DN12019_c0_g1.p1	TRINITY_DN4006_c1_g5.p1, TRINITY_DN91177_c0_g1.p1
OG0005167	TRINITY_DN12039_c0_g1.p12, TRINITY_DN62731_c0_g1.p6	TRINITY_DN48237_c0_g1.p1
OG0005168	TRINITY_DN12039_c0_g1.p2, TRINITY_DN2929_c0_g1.p1	TRINITY_DN7987_c0_g1.p1
OG0005169	TRINITY_DN1203_c0_g1.p1, TRINITY_DN20889_c0_g1.p2	TRINITY_DN1144_c0_g1.p1
OG0005170	TRINITY_DN120459_c0_g3.p2, TRINITY_DN154764_c0_g1.p2, TRINITY_DN63655_c0_g1.p1	
OG0005171	TRINITY_DN1204_c0_g1.p2	TRINITY_DN3607_c0_g2.p2, TRINITY_DN79061_c0_g1.p1
OG0005172	TRINITY_DN12051_c0_g2.p1, TRINITY_DN12051_c0_g2.p2	TRINITY_DN4877_c0_g1.p1
OG0005173	TRINITY_DN120570_c0_g1.p1	TRINITY_DN19903_c0_g1.p1, TRINITY_DN6207_c0_g1.p4
OG0005174	TRINITY_DN120570_c0_g2.p1	TRINITY_DN19903_c0_g1.p2, TRINITY_DN6207_c0_g1.p9
OG0005175	TRINITY_DN12058_c0_g1.p1	TRINITY_DN155968_c0_g1.p1, TRINITY_DN9162_c0_g1.p1
OG0005176	TRINITY_DN12065_c0_g1.p2, TRINITY_DN5612_c0_g1.p1	TRINITY_DN7677_c0_g1.p2
OG0005177	TRINITY_DN12068_c0_g1.p1	TRINITY_DN86173_c0_g1.p1, TRINITY_DN949_c0_g1.p5
OG0005178	TRINITY_DN12072_c0_g1.p1, TRINITY_DN6488_c0_g1.p1	TRINITY_DN2980_c0_g1.p1
OG0005179	TRINITY_DN12073_c0_g1.p1, TRINITY_DN477551_c0_g1.p1	TRINITY_DN10174_c0_g1.p1
OG0005180	TRINITY_DN12107_c0_g1.p3, TRINITY_DN7561_c0_g1.p2	TRINITY_DN3162_c0_g2.p1
OG0005181	TRINITY_DN121109_c0_g1.p1, TRINITY_DN426572_c0_g1.p1, TRINITY_DN5052_c0_g1.p5	
OG0005182	TRINITY_DN12110_c0_g1.p1, TRINITY_DN43082_c0_g1.p1	TRINITY_DN2991_c0_g1.p1
OG0005183	TRINITY_DN12121_c0_g1.p1	TRINITY_DN111678_c0_g1.p1, TRINITY_DN15864_c0_g1.p2
OG0005184	TRINITY_DN12124_c0_g1.p1	TRINITY_DN18817_c0_g1.p1, TRINITY_DN8758_c0_g1.p1
OG0005185	TRINITY_DN1213_c0_g1.p4	TRINITY_DN147695_c0_g1.p1, TRINITY_DN7197_c0_g1.p3
OG0005186	TRINITY_DN12152_c0_g1.p1, TRINITY_DN324220_c0_g1.p3	TRINITY_DN6364_c0_g1.p1
OG0005187	TRINITY_DN12162_c0_g1.p2	TRINITY_DN11447_c0_g1.p3, TRINITY_DN777_c0_g1.p2
OG0005188	TRINITY_DN12164_c0_g1.p1, TRINITY_DN19391_c0_g3.p2	TRINITY_DN2297_c0_g1.p1
